name;region;style;brewery;review
Widmer Brothers Springfest;Portland, Oregon, United States;Altbier / Sticke Alt;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Worty, malty aroma. Bit of molasses and fruity hops. Nice ruby-brown color with light tan foamy, lacing head. Medium-high carb, kind of fizzy with medium watery body. Malts in the mouth, but not sweet - lagerish. Prominent bitterness/nutty finish and after - sticks on the back of the tongue. Definitely not as good as German altbiers.
Widmer Brothers Springfest;Portland, Oregon, United States;Altbier / Sticke Alt;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);pours a kinda of a copper color with decent head, malty aroma and taste balanced nicely with hops
Widmer Brothers Springfest;Portland, Oregon, United States;Altbier / Sticke Alt;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Medium brown color, medium head. Nicely hopped and malted Alt ale. Finish is crisp. Aftertaste is slightly bitter.Nice beer.
Widmer Brothers Springfest;Portland, Oregon, United States;Altbier / Sticke Alt;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);"I thought this was rather modestly hopped actually. Grains were very apparent (especially in the bouquet) and tasted rather ""unfinished"" balanced with the of malt. Although I find it rather refreshing to find a beer so prevalent in grains, this didn't seem to blend well with the rest of the beer."
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);12oz bottle. Poured a deep golden color. Heavy red apple aroma. Taste is like a thick rich apple champagne with a mild tartness.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Pours a dark golden yellow color. Aromas of apples and other fruit. Flavor crisp with a nice dry finish.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);This is the first cider I have rated, so I don’t have much reference. This thing was just found aging for a few years, more accidently aged, or misplaced, but still really nice flavor. Aroma is lightly spicy, more apple and less alcohol. The flavor on this was well mixed together, very smooth. Rating this against beer is tough, but i guess i would rather rate this brew better than some shitty macros, but I would never take this over a craft brew.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);"Definitely taste the ""unfermented apple juice"" flavor that supposedly composes 20% of this. Almost a cherry undertone. Mix of sweet and dry. Takeable, but unremarkable. Maybe give me something I can remember next time. On the flip side, it didn’t scorch my throat like dry ciders sometimes do."
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Appears like a carbonated apple juice. Fresh apple nose. Nice tart flavor with a bitter finish. Good cider.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Pale and effervescent, smells like cheap wine, reminded me of Boones Farm. But really and truly not bad in the taste, a bitter aftertaste though.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Smells like a tasty apple wine. Good apple flavor with a crisp and clean aftertaste.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Fresh apple aroma, nice sweetness and a nice touch of tart. Smooth and rounded, a nice morning starter.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Cider. Whoohoo. Liked it more than I expected, but it's still hard cider and not really beer. Nose is very apple, flavor is very apple (it's an apple cider, duh). Also has a sugary sweetness. Fizzed, a bit spritzer-like. Surprised I actualy sorta liked it, didn't at all expect to.
Widmer Brothers Wildwood;Portland, Oregon, United States;Apple Cider;Widmer Brothers Brewing Company (Craft Brew Alliance - AB InBev);Clear apple juice body. Aroma is sweet apple. Taste is of lightly fizzy apple juice. Bleah -- I don't need spiked carbonated apple juice -- I'll just stick with the apple juice.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;By far and away this has to be the worst beer made in the U.S. It’s embarrassing to even call it beer. It smells like garbage just like it tastes.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;bottle from the local rip and run in Warren, Pa. right out of the bottle, its has a weird glut like smell and taste. also in the mouth is metal. this is total crap.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Pours a light yellow with a thin white head. Slight metallic taste. Not the greatest beer I’ve had but I have had worse. At $6.99 for a 24 pack, I had to try it.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;12 ounce bottle. Pours a clear yellow color with a large white head. A light sweet grainy nose. The flavor is light mostly clean malts, honey, cereal. Ok lager. Metallic.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Thanks to someone for sharing this at bu11zeye’s 10,000th tasting in April 2012. Very light yellow pour with a white head. The aroma and flavor are nothing but grain and are not good. Thin mouthfeel and medium carbonation.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Bottle from Fratto. Hazy color, not clear at all. Smells a bit sour. Tastes sour an bitter. Not my cup 'o beer.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Can courtesy Fratto. Pours a clear light straw yellow color with a light bubbly head. Aroma is bready, sour grains, biscuit and tart notes. Flavor is bready, sour bready, and sweet. Grainy. Not great. ---Rated via Beer Buddy for iPhone
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;To all those Stoney’s haters on this site, I present you with this Haiku in honor of my new favorite beer: four ninety nine twelve pack Sure as hell can’t beat that, man tastes delicious too
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;On tap at Gene’s Place in Oakland (Pittburgh, PA). I always found this beer to taste better on draft than in the bottle. A good old fashion cheap american pale lager.
Stoneys Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Golden copper color with a light rim head and no lace, light ascending carbonation bubbles. The taste is caramel malt cut toward the finish with harsh carbonation. Typical of big box beers, perhaps a little more going on. Probably good for slugging.
Stoneys Black and Tan;Pittsburgh, Pennsylvania, United States;Porter;Pittsburgh Brewing Company;From a can, beer pours (in Chimay glass) a dark brown-red that light can penetrate. No black or tan detected - did they mix? Head is white and dissipates quickly. Aroma is of licorice and molasses. Flavor is of halloween candy flashbacks - the black cow, the candy corn with a dry, slighty bitter finish. A nicely different brew, but nothing special to keep drinking it. Sampled at 71 degrees Fahrenheit.
Stoneys Black and Tan;Pittsburgh, Pennsylvania, United States;Porter;Pittsburgh Brewing Company;A B&T but not a psecial one! tatse was there but not strong & lacking something. Not below average but not far above either!
Stoneys Black and Tan;Pittsburgh, Pennsylvania, United States;Porter;Pittsburgh Brewing Company;I really wanted to love this beer. I thought maybe Jones was finally gearing up to challenge Yuengling with a good Black & Tan. Unfortunately, it didn't live up to my expectations. Frankly, it tastes like Stoney's Lager with caramel color added. I'm detecting very little malt character...one would expect some black and chocolate malt in a black & tan but it's not really apparent. No noticeable hops flavor. I guess this is a fair training beer for those wanting to venture into the world of craft beers. Close your eyes and you'd think you were drinking any domestic lager.
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;26 ounce can at the house. Smells sweet. Pale yellow in color. Small white head. Tastes sweet and grainy. Light bodied and easy to drink. Grain aftertastes. Just a lawnmower beer. Good though. Cheers!
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;12oz bottle. Pours a dehydrated piss yellow with some white suds. Aroma is corn, grain, and yeast. Taste is watery, sweet grain and some acrid yeast. Light body. Medium carbonation. Watery.
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Poured from 12 oz bottle into pint glass. A thin white head drops quickly with little to no lacing. Color is clear gold with mild streaming carbonation. Aroma is mild with grain and water dominating. Mouthfeel is light with a dry finish. Flavor is also mild just some sweet toasted grain and light hop presence. Overall: a decent beer for eating with a burger or pizza, but nothing exciting here
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;12 ounce bottle at Primanti original. No idea what the color is. Drank from the bottle. A basic pale lager that goes well with ok but you know you should try it food. It was cold.
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;"Here is a belated review for you all. Last drank this in the late 70's and early 80's. A river rat punk rock favorite based on how much party liquid you could get for your money, about $4 a case in returnable bottles. Aptly noted as ""swill"" by those readily chugging the stuff. An awful, bottom of the low cost beers made in the Ohio River Valley, that's why tastes like it was shipped on barges. Iron City is appropriate given its hideous metallic aftertaste. At least when you accidently ""swill spill"" it is no major loss!"
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Can. Pale yellow color with a thin white head. The aroma is corn with a malty taste. Ok big brewery lager.
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Bottle. Pours a sparkling light amber color with fizzy tan head. Aroma of grain and corn. Sweet flavor with minimal hop presence, mostly just sweet. Light bodied. Pretty much exactly what you would expect.
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Really weak, really bland lager. Kinda fun find considering its history, but not much to speak of as a drink.
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;I had one of these in a Penguins bar in Cranberry, PA. Some head dent named “Troy” was yammering about how Gretzky was overrated and he kept guzzling Iron Cities. So I tried one and decided to get on the first plane with a free seat to get far away from this beer and this metro area forever. Turns out I ended up in Yellowknife and drank whale blubber smoothies and both were much better. Thanks, Troy!
Iron City Beer;Pittsburgh, Pennsylvania, United States;Pale Lager - North Am. / Light;Pittsburgh Brewing Company;Taste: crisp, grain and malt, some hop character. Nose is mild, fermented cereal grains. Gold, clear, some foam head with delicate lace. Lite body. Old fashioned slightly water beer.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);A well designed beer. It has a slight fruity start with a hard bitter end. It's a beer that encourages you to try stronger hop recipes.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);Rocky light brown head stayed on a hazy caramel coloured still body. Pine, caramel, resin & spices aroma. Medium bodied, nicely carbonated on the front, creamy over the tongue & sharp on the back with a cloying aft. Caramel, demerara, resin, malt, hops, grapefruit & spicy tastes with tangy finish.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);Bottle sample at a tasting at Yoav's place. Clear golden with white head. The aroma has notes of malt, citrus, old hops. The flavor is mild sweet and mild bitter with notes of old hops, malt, caramel, not fresh. Medium-bodied.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);On tap at BrewDog Brum. Pours clear amber with off-white head. Kinda bready nose. Tastes bit hoppy some candies, hmm, where are the hops?
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);Bottle at a tasting. Hazy orange golden. Aroma of caramel, fruity hops and marmalade. Sweet, malty, caramel, tropical fruits, quite boozy, slightly stale with strong bitterness. Medium-full bodied, soft carbonation. Old school stuff, not very exciting.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);Bottle from BrewDog Online. It pours dark orangey - amber with a decent beige head. The aroma is sticky, oily, resinous, piney, grapefruit, orange marmalade, fruit cordial and toffee. The taste is dry, brash bitterness, punchy, resinous, piney, oily, rawness, pithy, zesty, grapefruit, orange rind, dull toffee, kick of alcohol, green and peppery spice with a drying finish. Medium body and moderate, foamy carbonation. Good old school West Coast number. A blast from the past, but in a good way.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);Bottle from BrewDog Online. Clear auburn with very little head. Barley sugar aroma. Earthy barley sugar, toffee, bitter stone fruit and rye.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);On tap@ Taproom Jungbusch. Bernsteinfarben klar. Cremiger Schaum. Blumen, Tulpen, Hopfen und Karamell in der Nase. Vielversprechend. Antrunk angebrannter Karamell und Hopfen. Irgendwas fruchtiges ist auch dabei. Stachelbeere? Blumen im Abgang. Endlich mal wieder ein IPA das aus der Reihe fällt.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);Pours clear reddish with a thick white head. Aroma of resinous hops. Taste has cedar and some grassy notes. Palate has grassy notes on the nose as well as earthy resin. Not bad.
Victory HopDevil;Downingtown, Pennsylvania, United States;IPA;Victory Brewing Company (ABV);Mein bislang normalstes Bier von der Brauerei und nicht zu verwechseln mit dem Victory Hop Devil vom 1516 Brauhaus in Wien. Es ist ein schön fruchtig-frisches IPA mit netten floralen Einschlägen, das aber in der Masse an IPAs untergeht.
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Sehr gutes Pils. Sehr harmonisch mit fein herber Note, milder Bitterkeit in guter Balance mit einer angenehmen Malznote. Benchmark Pils.
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Bottle. Prominent yeasty pilsner aroma and flavor. Quite bitter with bitter aftertaste. Like a fortified pilsner, compared to Pilsner Urquell or even Heineken, despite relatively low ABV of 5.3%.
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Pours a hazy straw color, with a small head and no lacing. Nose is very breath with lemon and pine complementing. Taste follows with plenty of bread, cereal, lemongrass, and light earthiness. Finish is bitter with just a smidge of biscuits. Much bolder than most pilsners...more like a bready pale ale which is fine with me.
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Hazy amber with a thick fluffy head. Aroma of bread and grassy hops. Taste has light bread influences as well a floral notes. Palate has grassy notes on the nose. Good beer.
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);"Flasche 0,355l: Helles Gold, deutliche Trübung, wenig eher flüchtiger mittelporiger Schaum; fruchtig-frische Nase, fruchtige Hopfennoten, grüne Früchte, Sternfrucht, grünes Getreide, Malz, Hefenoten, angenehme fruchtig-malzige Bitterkeit; sehr frischer + fruchtiger Körper, kräftige frische Hopfennoten, Zitrusnoten, Grapefruit, Grapefruitzest, Malz, grünes Getreide, cremig, kräftige Kohlensäure, Hefenoten; angenehmer fruchtig-trockener Nachgang mit Hopfenaromen"
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);Keg, Blind Tiger. Pale gold, bubbly head. Soft cereal and malt aroma. Clean taste. It's all rather subtle, and it's a decent pilsner but a bit anonymous. OK.
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);6 3 7 3 14 Bottle shared courtesy of my Mum. Clear golden with a white head. Aroma of grain, light fruity hops, citrus and light malt. Flavour is above light sweet and bitter. Light bodied with moderate carbonation.
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);De Craftbeer-shop.com. En copa Teku. Jugando a Avernum 6. Correcta sin destacar. Limpia, carbonatada, con nota herbales, sabor a pilsen industrial buenecita y ligera acidez
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);16 ounce draft at Winking Lizard Canton Ohio Smell the grain. Yellow in color. Thin white head Film on glass. Strong grain taste and after taste. Pretty smooth and light bodied. Decent beer. Cheers!
Victory Prima Pils;Downingtown, Pennsylvania, United States;Pilsener / Pils / Pilsner;Victory Brewing Company (ABV);1 oz can. Nice subtle pine aroma. Pours a hazy yellow in the glass. Nice bitter taste with malt in the background. The hops bring a little citrus to the party. Nice clean finish with a bit of bitter.
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);Bottle from backlog notes. Pours a slightly hazy orange color with a small off white head. The aroma and flavor have toasted, bready malts, hints of caramel, floral hops, light fruity notes, mild spicy hops, soft finish, just ok.
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);Some crisp barley aroma. Easy drinking. Golden pour with OK head. Light bitter finish. Tap at Churchkey
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);Draft. Clear yellow color, medium white head. Aroma of grainy straw. Taste has cereal, straw, subtle white pepper. OK.
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);Julio's not there when this was taste therefore she doesn't have any opinion on this overall it is okay don't have to go my way never have it again
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);Draft at WOB Viera. Pale straw-yellow with no head. Not much in the aroma. Flavor is almost cloyingly sweet with little in the way of hops. Alcohol a bit too up-front. Meh.
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);Rated on 5-17-2010 at 800 Degrees Pizza in Fort Wayne, IN. This draft beer pours a medium sized off-white head that mostly diminishes, transparent orange body, minimal carbonation, and spotty lacing. The aroma is malty, sweet, citrus hops, and light fruit. The taste is sweet, lightly bitter, malty citrus hops, and fruit. The palate is soft carbonation and this beer is medium bodied. Overall, at 7.3% ABV this beer is easy to drink and I would drink this again.
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);Pours clear, amber with a small, quick head. Grainy malt aroma, apple. Taste has notes of fruit, honey, sweet grains. Older bottle, slightly oxidized..... But still, pretty decent.
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);On tap at Joe Canals West Deptford. Appearance: Crystal clear golden body with a creamy light tan head. Aroma: Hops are prominent, but very mild at the same time adding a floral and slightly spicy presence. There is a fruity aroma I can’t figure out, perhaps apples, with sweet malts to balance things out. Taste: The malt base is prominent, acting as a sweet foundation of caramel to support the dry floral hops that dry out the finish. Apples are noted throughout. Palate: Medium bodied, lively carbonation. Overall: This is a very good beer, it would be great on a warm Spring day!
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);"Growler from Canal’s in Lawrenceville, New Jersey. Pours a bright honey gold color with a medium-sized bite head and lovely clinging lace. Fresh grainy malt aroma with notes of citrus and honey. First sip yields a crisp sweet malt taste that displays remarkable balance and flavor. Very simple yet elegant and right on for the ""maibock"" style. The finish displays notes of honey, vanilla and citrus mixed with peppery hops."
Victory St. Boisterous Hellerbock;Downingtown, Pennsylvania, United States;Bock- Heller Bock / Maibock;Victory Brewing Company (ABV);At brew pub. Pours pale gold with white head. Floral, honey, lemon. Moderately sweet, lightly bitter. Carbonated, but with creamy undertones.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);Bottle from Nassau. Mild and nutty with some nice malts and apricot creeping in. Not a huge fan of the style but solid effort from Victory
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);Bottle from a Wine Rack in Retford. Pours amber with a cream head. Fruity malt aroma. The taste has sweet stewed fruits and toast.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);Glad to see some fall seasonals hitting the market, as I am just about summer-beered out. It seems hard to mess up this style, and most marzens seem pretty close in quality. This is probably in my top 25% for Oktoberfests. Good sweet caramel flavor that's not overly rich. Mild hop to balance it out. I am really liking the feel, which is probably the best part. Something that I'll most likely get again, just not this year as I want to try a lot of new samples in this style.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);355ml bottle (5.6%) at home on 1 Jul 2017, from Good Spirits Company, West Nile Street, Glasgow: floral, malty aroma, amber brown, good creamy head, a few streams of bubbles, raisin toffee flavour with a bit of honey, oily, sweet.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);Deep, amber color. Medium sized, off-white head. Toasted malt and herbal hops in the aroma. Sweet, malty taste with balancing, hoppy bitterness. Could be less sweet.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);Pours a clear reddish amber color with a small tight beige head and good retention. Very good lacing. Caramel malts aroma. Sweet lager with strong caramel flavor. Smooth and clean. Best Victory brew I've had.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);Deep amber with small head and the aroma of roasted malt. Taste is roasted and caramelized malts. Really decent Oktoberfest brew.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);Super grassy, this one is probably over-malted for my taste. Not bad, but it becomes more of a slow sipper for me.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);12 oz bottle. Smells of malt and caramel. Pours a nice amber with a white head that goes quickly. Big round malty and yeasty flavors in a complex combination. Medium carbonation and a short finish. Good marzen.
Victory Festbier;Downingtown, Pennsylvania, United States;Märzen / Oktoberfest Bier;Victory Brewing Company (ABV);From a beer hawk case. Pours with a thin head. Dark amber. Taste of toffee and malt. Sweet.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);On tap at BitterCreek Alehouse clear redish deep amber Mild soft slightly sweet toasted malts very light hop character soft and smooth with a clean finish
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);Rated on 02-28-2013 at Victory B.C. This draft beer’s appearance is a small beige head with a short retention, transparent copper body, no visible carbonation observed, and spotty amounts of lacing. The aroma is caramel malt and toasty. The flavor mimics the aroma. This beer’s mouthfeel is smooth and this beer is light-medium bodied. A very quaffable session beer that I would drink again.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);Pours deep copper with a half finger for white head with nice lacing. Aroma is of toasted malts, floral hops, grassy hops, sweet malts, caramel, and apple juice. Taste is similar to the aroma. Has a medium body with semi creamy mouthfeel and a semi bItter, slighty dry, medium finish. Overall, a very nice copper lager that is pretty tasty and drinkable.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);On tap @ SL Liquors. Pours a rich mahogany color that has ruby highlights on the edges with a short creamy light tan head that fades to a thin collar. The aroma is fresh and floral up front, with notes of light roast, caramel, and fresh citrus character quickly following. The flavor is nicely balanced between a gently toasty malt and an underlying bitterness. It finishes clean and dry with a touch of toasted maltiness. Medium bodied, with a firm, crisp carbonation.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);Draft at brewery. Pours a murky orange with a thin white head. Malty aroma with caramel, grains, and nuts. Flavor was sweet and malty with caramel, bread, subtle toffee, nuts and had a crisp clean finish.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);On draft. Cooper color with thin white head. Malty aroma. Slightly sweet taste. Bready. Not bad, but nothing special.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);Draft - Biscuit and grains. Clear pale gold with no head. Light grain notes, honey and a sweet finish.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);Dark copper body, thin off-white head, sparse lacing. Caramel, toffee, dark bready toast, a touch of nuts, and wild grains. Medium bodied, moderate carbonation, sweetness throughout. A little muddled, not particularly interesting, and given the sweetness, a little slow drinking.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);On draft at PJ’s Downingtown. Copper color, a lot of lace. Malt and sugar aroma. Sweet candied malt flavor, medium body and duration. Solid lager.
Victory All Malt Dark Lager;Downingtown, Pennsylvania, United States;Dark Lager - Dunkel / Tmavý;Victory Brewing Company (ABV);Medium body lager that has a great amber appearance. Solid go to for any amber lager. Good refreshing taste. ---Rated via Beer Buddy for iPhone
Victory Old Horizontal;Downingtown, Pennsylvania, United States;BarleyWine / WheatWine / RyeWine;Victory Brewing Company (ABV);This is a 2016 bottle. The Aromas are caramel malt, prunes, raisins and Oak. Flavors are somewhat like nose, a little Sweet at First followed with a lot of bitter. Some spice in the aroma and flavor also. Slightly soft carbonation and decent body but the lingering bitter gets a little in the way. Booze starts coming out in the Finish.
Victory Old Horizontal;Downingtown, Pennsylvania, United States;BarleyWine / WheatWine / RyeWine;Victory Brewing Company (ABV);Aroma: los of toffee, butterscotch, grapefruit, little bit lemongrass or soapy, pine Appearance: mildly hazy reddish-amber color with a one-finger beige head. Lots of suspension. Taste: lots of toffee, syrup, grapefruit, pine, very high sweetness, medium-high bitterness Palate: full body, very chewy, almost syrupy texture, very little carbonation, bittersweet finish, booziness. Overall: It is without doubt a super malty bomb with robust hopiness from American variety and gives an impression of caramelized grapefruit. Its flavor is really nice, but the complexity is low, otherwise it would be perfect. Decent barley wine.
Victory Old Horizontal;Downingtown, Pennsylvania, United States;BarleyWine / WheatWine / RyeWine;Victory Brewing Company (ABV);caramel and fruity. Malt and some citrus fruit punch. hint of bitter and peppery hop and nutty. Juicy. Sneaky.
Victory Old Horizontal;Downingtown, Pennsylvania, United States;BarleyWine / WheatWine / RyeWine;Victory Brewing Company (ABV);Bottled, 355ml, aged 3yrs from The Ship & Bottle, Liverpool. Clouded brown, copper with off white head. There is a smooth, boozy character to this, fruity, plummy in nature. Heavy maltiness with a toast like character, roasty, sweet nuts. Big on the palate. It's a sipper but pretty decent.
Victory Old Horizontal;Downingtown, Pennsylvania, United States;BarleyWine / WheatWine / RyeWine;Victory Brewing Company (ABV);Versa un'ambiatura nebulosa, di colore rossastro, con una testa di un bianco medio, lunga durata.
Victory Old Horizontal;Downingtown, Pennsylvania, United States;BarleyWine / WheatWine / RyeWine;Victory Brewing Company (ABV);2013 Bottle at home, shared with Dad, Christmas dinner, 16th December 18. Pours a dark brown amber beer, quite clear, white bubbly head. Aroma is candied orange, caramel, bitter pine. Taste is bitter sweet, spruce, pine, candied orange, citrus peel. Delicious bitter and refined barley wine, fantastic stuff.
Victory Old Horizontal;Downingtown, Pennsylvania, United States;BarleyWine / WheatWine / RyeWine;Victory Brewing Company (ABV);No clear smell. Cloudy copper colour, white head. Aroma of hops, nuts, alcohol, oak, maybe some vanilla. Flat carbon. Very sweet.
