John O Gaunt Woodgate;Melton Mowbray,Leicestershire                                                                                                                                                                                                                                                                                                        ,England;Bitter - Premium / Strong / ESB;John O Gaunt;This has a typical smooth toffee character of a festival pale ale. Sweet and chewy                                        ,this is tasty but lacks conditioning and sparkle. Brewed for the Leicester Beer Fest.
Wye Valley Dorothy Goodbody's Country Ale;Bromyard, Herefordshire, England;Strong Ale - English;Wye Valley Brewery;light sweet alcoholic aroma,amber, hazy, off white foam, light sweetness, lightly bitter, light body, oily feel, soft carbonation, light sweet dry finish.may be too old.
Wye Valley Dorothy Goodbody's Country Ale;Bromyard, Herefordshire, England;Strong Ale - English;Wye Valley Brewery;Light amber and hazy. Has an off-white head, lasting. Aroma is heavy sweet, some odd fruity notes too. Perhaps light hops. Flavor is heavy sweet, light bitter finish. Creamy texture.
Wye Valley Dorothy Goodbody's Country Ale;Bromyard, Herefordshire, England;Strong Ale - English;Wye Valley Brewery;Barely any aroma. If anything, a slightly TCP tinged malty character. Looks good though, dark brown / reddish with a good amount of bubbles rising for the style. Thick, sweet, caramel deep malt flavour balances well with the bitterness from the hops. Can taste the alcohol, good full body, almost oily. A great standard beer.
Wye Valley Dorothy Goodbody's Country Ale;Bromyard, Herefordshire, England;Strong Ale - English;Wye Valley Brewery;500 ml bottle at home. Stood for two days and poured carefully into a pint shaker, but still more cloudy than expected. Hazy brown, with minimal head. Caramel malt aroma with a splash of Cointreau. This is repeated in the flavour, along with dried fruit and nuts. Deceptively thin mouthfeel for the ABV, but as a number of raters point out, this hides its alcohol well, and drinks more like a premium bitter, particularly as there is a hop astringency to the finish.
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;Tap at town hall 7 corners. Hazy light orange with small white head. Typical hefe nose of banana, citrus, etc. Sweet citrus, banana, tart and yeast taste. Crisp, medium body. Decent, typical for the style.
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;5 oz. pour, on tap at Town Hall Station. Consumed on 6-24-17. Cloudy, bright orange-golden. Small amount of off-white head. Pleasant, fresh, yeasty, bubblegum aroma. Not the most complex smell but a nice one. Nice, sharp flavor. On the dry side but with a softly bubblegum finish. A touch of lemon. Light to medium body. Frothy in the palate. Good liveliness. An above average hefeweizen. 7.4.7.3.14=>3.5
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;Draught at the brewery. Pours cloudy orange with a medium, creamy white head, medium retention. Aroma is moderate banana esters, clove phenols and grainy wheat malt. Flavor is moderate clove phenols, light citrus, banana esters, spicy hops and light bitterness, grainy wheat malt with a dry finish. Medium body and moderate carbonation.
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;Hazy yellow pour at the brewery with a thick white head and some white lacing. Nice slightly spicy / banana / clove nose. Refreshing, yeasty, slight cracker going on in there and just a hint of acid mixed in with the the banana phenolics.
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;Keg @ Town Hall. Hazy gold with a tight creamy white head. Classic nose. Plenty of banana and clove. Bubblegum sweetness. Bread. Taste is crisp. Bright. Mashed banana and sugared cereal. Some pear juice. Spritzy finish. Light and active on the palate. Decent.
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;On tap at the brewery. Light. Citrus. Wheat. Crisp. Refreshing. Yeast. Bright.
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;Sampled from the tap at the brewpub. Pours a cloudy yellow with a touch of orange and a white head that dissipates to the edges. Aroma has a good amount of clove with some sweet wheat and a bit of bread. Flavor has a nice combination of wheat and clove with a nice light earthiness.
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;Tap - small foamy head, very hazy orange-yellow color, pretty big shot of typical hefe banana and clove aroma and flavor, sweet wheat backbone, good hefe overall ---Rated via Beer Buddy for iPhone
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;Pours cloudy bright yellow with a nice white head. Aroma of banana big time. Taste is a lot of banana and medium thick body. A little one dimensional but decent. Just missing that real German full yeast flavor. ---Rated via Beer Buddy for iPhone
Town Hall Hefeweizen;Minneapolis, Minnesota, United States;Weissbier - Hefeweizen;Minneapolis Town Hall Brewery;On tap at the brewpub. I came in from walking around so I wanted something refreshing. This really hit the spot. A well-made, classic style hefe with iconic yeast. Slightly more bready than a true German hefe, but still worthy. Served in a standard pint glass though.
Town Hall Organicale;Minneapolis, Minnesota, United States;Red Ale / Intl Amber Ale;Minneapolis Town Hall Brewery;Appearance: a clear, coppery reddish hue, with a solid white head, soft and creamy. Aroma: clean to the point of empty, but not without it's good points, still fresh and zesty. On the palate: a neat little blitz of hops storms a quick buzz, but fades soon thereafter. Body is light/medium. Tasty fruitiness (cherries, grapes) pervades the flavor profile, and remains throughout consumption of this very satisfying, and flavorful ale. After the pint was drained, I had one on cask, and it was creamier, lighter, smoother, utterly delicious.
Town Hall Organicale;Minneapolis, Minnesota, United States;Red Ale / Intl Amber Ale;Minneapolis Town Hall Brewery;Clear copper body with small off-white head. Aroma is moderately sweet, caramel, orange, roasty. Taste is mildly sweet, roasted/smokey, with mild bitterness in the aftertaste. Crisp medium body, freshness is noticeable. High carbonation, some acidity.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;From old tasting notes. Translucent, deep orange brown color. Huge creamy tan head. Faint toasted malt nose with notes of pine needles. Sweet roasted malt flavor is lightly carbonated. Pleasant hop finish. Nice Belgian lace.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;12oz bottle (Old Notes)-Pours a reddish brown with a decent sized head. Aroma of malt, caramel, and slight toffee. Taste of the same. This light to medium bodied brew is pretty bad.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;I drank this for years before the craft beer revolution. The label and clear brown color were much more inviting than Bud. Very bland by current craft beer standards.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;Pours a weak head with an aroma that smells slightly of malt vinagar. Flavors of molasses, malt, and carbonation. I wasnt to impressed with this. It reminds me of a simple home brew.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;From a twist-off green 12 oz. bottle, no freshness date, sampled in a pint glass. Poured a clear reddish hued toffee brown with a small tan head that quickly settled into a fine sudsy lacing. Aromas of prune juice, milk chocolate and caramel, hints of toasted grains. Steady carbonation, more light bodied than medium, smooth and easy drinkability, the tastes can be a bit thin and watery, but overall, and for the cheap price, not the bad, passable, thin chocolate and caramel malts, some sugary maltiness too, the prune juice flavor is more restrained than in the smell, a light toasted graininess emerges in the end, touches of soft hop spiciness in the finish also. For the price, a nice beer for the budget minded, often in the singles rack at the liquor stores in my area.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;Chicago trip. Tuesday 12:15. Bottle at Old Chicago by O�Hare. Dark copper. Doppelbock prune aroma. Flavour of raisins, chocolate and prune.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;After trying the skunky Augsburger Golden I was a little leary to try this one, but I�ll try anything once. Pours a clear dark brown brew with a fast dissolving off white head. Very little lacing if any. Aroma of roasted nuts, medium malt, caramel, and a touch of toffee. Taste is highly carbonated, nutty, and some corn. Finish is watery with a hint of bitter aftertaste. Though it comes in a green bottle, at least this one was not skunky as the Augsburger Golden. The Augsburger from Huber was better.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;A light dunkel. Light roasted aroma and flavor of lightly roasted barley, butter, and nuts. Thin. Not bad for the dollar I paid for it.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;Pourts a nice dark brown. Aromas of toffee/caramel malt. Nice soft malty flavor with hints of hops.
Augsburger Dark;Stevens Point, Wisconsin, United States;Dark Lager - Dunkel / Tmav�;Stevens Point Brewery;In the bottle at the Huber Haus Mug Club wildcat tasting. Dark brown in color with a slightly of-white head. Even though it is in a green bottle, it had not skunked. Mild caramel aroma and an acceptable amount of malt flavor and body for a $4.99 six pack. Minimal hop bitterness.
Legend Imperial Ale;Richmond, Virginia, United States;Stout - Imperial;Legend Brewing Company;"Unique and unexpected aroma of tart black cherry, pineapple sweetness, plum, fresh earth, and does indeed have a bit of a smoky, spicy, meaty quality, along with some roasty malt and fudgy chocolate. Opaque, thick-looking murky black color, lightly coating the glass, with an uneven, subsiding head. Flavor begins with a grainy, roasty coffeeish maltiness, shortly becoming tangy, tart and fruity with notes of prune, cherry and licorice, finishing with a blend of pineapple and grapefruit juice, wood, vinegar, spices, pepper, doughy yeast and faint brown sugar. Dry, grainy palate, full-bodied and lightly warming. Quite challenging and hard to rate. Comes in a ludicrously huge 22 oz. bottle; certainly seems a natural candidate for a 7-10 oz. 'nip' bottle. Only really approachable at 60 F+. Thanks to Kinz for the opportunity to sample this esoteric and exceedingly rare Imperial. I'm also not sure if it's truly enjoyable, but it is kind of fascinating in a strange way. Seems to be perhaps an attempt at an A. Le Coq-style Imperial Stout?"
Legend Imperial Ale;Richmond, Virginia, United States;Stout - Imperial;Legend Brewing Company;"My pleasure to add another beer to the bin. Found this Legend product lurking amongst their standard brewery offerings at the corner wine and beer store. Pours a pitch black. Light barely penetrates around the edges. Rapidly diminishing medium brown head, but leaves a ring around the edge of the glass. Smells like a steak that has been marinating in worcestishire (sp?) and onions. Sort of weird. The flavor is of grilled steak with some A1 sauce splashed over it. I'm not certain if I like this or not. The whopping 11% is pretty cleverly hidden behind the malt attack. Finishes sort of sweet and sour. To the brewer's credit, they were clearly trying to make something different, and they succeeded. I've never tasted anything quite like this before. There are definitely hops there, but I can't figure out what the heck they are. I pretty much try anything my local breweries put out, and I commend the effort at expirementation, but I'm not quite completely on board with this brew. Though I am definitely ""feeling"" this one."
Daves Original Cream Ale;Montr�al, Quebec, Canada;Cream Ale;Molson Brewing Company (Molson Coors);Slightly dryish, with a perfumey accent. Limpid blonde colour. Drinkable, as adjunct-laden ales go, but not recommended.
Daves Original Cream Ale;Montr�al, Quebec, Canada;Cream Ale;Molson Brewing Company (Molson Coors);Quite surprising for me. I thought it would be bad but it is decent and mid range. However there is a SPIDER FLOATING IN MY BEER AND I JUST OPENED IT!!!!!!!!!!!! IF IT WASNT FOR THIS SITE I WOULD HAVE DRANK IT!!!!!! Bob and Doug anyone at least it wasn't a mouse!!!!!!!!!! Okay its okay except for the spider... it was a little one though. Nice pillowy white head that is really large. Somewhat sweet malty, grainy aroma.... Malty sweet head. And slight bitters.. PS I didn't rate the spider... however maybe it's like tequila??? hmmmm Since then I've opened another bottle and it had a hair in it... root and all.... ughghgh... I'm writing a letter to Molson!
Weltons Kid & Bard;Horsham, West Sussex, England;Bitter - Ordinary / Best;Weltons Beer;Gravity @ Hants Bowman, Dundridge (21/07/05). Malty nose with no suggestion of hops. Off-dry with hop flavours and little maltiness in the taste. Strange but not bad.
Weltons Kid & Bard;Horsham, West Sussex, England;Bitter - Ordinary / Best;Weltons Beer;Regulation amber colour. Dry, vaguely malty, a touch of earthy hop. Rather thin. A run of the mill session bitter. Nothing wrong with it, but not much to comment on or enthuse about. Cask (gravity dispense), Battersea Beer Festival, February 2005.
Weltons Kid & Bard;Horsham, West Sussex, England;Bitter - Ordinary / Best;Weltons Beer;Cask at Battersea Beer Festival 2005 (Thursday). Amber and hazy. Fruity aroma with a bit of sulphur. Dry, fruity and a little sweet and some hop bitterness. Gritty.
Weltons Kid & Bard;Horsham, West Sussex, England;Bitter - Ordinary / Best;Weltons Beer;Cask Conditioned, at the Wenlock Arms, with SilkTork This beer made it clear to me that a mans liver should not be wasted on crap beer. When there�s lots to sample, then there is much work to be done. Despite the advice of SilkTork, I heroically pushed on with the sampling of all beer by the pint. Trouble was that this beer was very ordinary. So ordinary that I laboured through it for what seemed and eternity, whilst SilkTork was splitting his sides at my dispare. We had a blinder that night at the Wenlock (see the last beer of the night - Mahrs Br�u by SilkTork). Lots and lots of nothing in a glass. Also sampled cask fresh at the Black Jug Horsham. Bright amber coloured body, sudsy grey head. Strong session bitter, lip smacking and generous. Wonderful bitter indeed, pulled on especially for my thirsty lips. Scored 3.3
Weltons Kid & Bard;Horsham, West Sussex, England;Bitter - Ordinary / Best;Weltons Beer;June, 2003: Wenlock Arms. Beer has a ripe banana aroma with the banana continuing into the flavour. That�s the best that can be said for this watery session bitter - thin body, light hops and a banana skin waved in the general direction of the liquid to provide some kind of taste. Spiesy, the poor bastard, drank a whole pint of this. [1.8] Jan, 2005: Black Jug, Horsham. This is the dry hopped Black Jug version. Chocolate and coffee notes in a gulpable session bitter. Body is quite light, bordering on lean, but flavours are inviting. Acidic aroma. While at the bar a customer asked for a sample, saying he�d heard it was a bad beer. After the sample he ordered a different beer. Clearly a beer with some character! [2.7]
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;Sain sen kollegalta syntym�p�iv�ni. Maukas, kevyt mutta ei mit��n erikoista
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;On tap at J. J. Bitting. Pours a murky browned light amber with a thin white head. Sweet malt, caramelized bananas, yeast and wheat. Nice amount of wheat and banana flavors coming through. Toast and caramelized banana again. Sweet and wheat filled, musk and toast. Not my favorite style, but this is well executed. Another big beer (at 7.4%) where the alcohol is hidden nicely.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;Draft. Pours cloudy dark amber. Nose and taste of banana, chocolate, dark wheat malt and spicy wheat. Medium body.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;Draft. Pours deep amber with an off white head. Nice fruity yeasty aroma with sweet caramel malty notes. The flavor is toasty, sweet, and wheaty, some fruity yeasty notes. Nice.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;Nice Dunkelweizen with a strong wheat flavour and aroma. The chocolate is much less pronounced but gives it good character. I didn�t taste or smell any hops. Nice palate.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;Sampler at the brewpub. Cloudy brown color with aromas of spiced dark quickbread with some banana yeast. A little touch of stale butter (diacetyl?) as well which eventually dissipated. Off-sweet dark malty flavor with some overripe bananas, fruit, spices and a mild roasty bitterness on the finish.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;on tap-pours a creamy light brown head, clings to glass with cloudy reddish-brown color. Aroma is dark malt, sweet, bubblegum. Taste is dark malt, sweet, bubblegum, chocolate, wheat. Medium body, good carbonation.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;On tap at the Brew Pub. Poured a dark brown color with an averaged sized off white head. Aromas of light chocolate and lightly fruity. Fruity tasting. Very light lacing left on the glass.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;Thin dense creamy head of very fine bubbles. Muddy dark brown in color. Interesting aroma with roasted grains, a bit of banana and . Little tart flavor with plenty of body. Little chalky with a nice roastyness and a bit of chocolate. FInish is nice and creamy with a bit of bitterness and a nice lingering roasty flavor. I liked this one a lot as a whole.
Bittings Dunkelweizen;Woodbridge, New Jersey, United States;Weissbier - Dunkelweizen;J.J. Bitting Brewing Co.;Dark brown topped with a slight off white head. Strong banana in nose. Rather tart with a slight hoppy finish. Sligtly above average Dunkleweizen.
Friedel Zentbechhofen Landbier M�rzen;Zentbechhofen, Bavaria, Germany;M�rzen / Oktoberfest Bier;Brauerei Friedel Zentbechhofen;Bottle. Clear golden color with white head. Aroma is earthy, herbal, a bit caramel malts, some barn. Taste is earthy, rustic, caramel, grains, a bit cooked stuff. Mineraly mouthfeel, quite chewy, a bit chalky, sparkly carbonation. Rough, but actually quite tasty
Friedel Zentbechhofen Landbier M�rzen;Zentbechhofen, Bavaria, Germany;M�rzen / Oktoberfest Bier;Brauerei Friedel Zentbechhofen;Bottle.amber, big bottle, fairly rural, grain, barn, light farty, herbal bitterhops. Medium body, chewy mellow. nice.
Friedel Zentbechhofen Landbier M�rzen;Zentbechhofen, Bavaria, Germany;M�rzen / Oktoberfest Bier;Brauerei Friedel Zentbechhofen;"Low Carbonated Beer pours into the Glass. The foam stability is medium and the body amber. The Aroma is malty, flowery, a bit hoppy. The taste is malty, darkmalty, a bit bitter, fruity, a bit fermented darkfruits. Rather of the kind which they call ""ungespundetes"" in Frankonia when its abut lower/natural Carbonation. The low carbonation, supports the balance of the beer and makes it a great easy drinkable one with always a intense and cofortable taste."
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Leicht tr�bes goldgelbes Pils mit einer ordentlichen wei�en Schaumkrone. Geruch floral hopfig, grasig. Geschmack sehr hopfig, grasig, floral, nett!
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Pours a golden color with minimal head. Simple hay aroma, lightly grassy flavours with not much else going on.
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;"(bottle) Clear, golden colour with a blond medium-sized foamy head. Citric and herbal hoppy aroma with mildly bready cara-malt. Bitter-sweet flavour, light to medium bodied with a soft carbonation. Present cara-malty body with fruity and herbal hops; medium-dry bitter-sweet and elegantly hoppy finish. Recommended. 10.VIII.12"
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;It�s golden with a creamy, white head and the aroma has notes of malt and straw. The flavor has a light sweetness and notes of malt, straw, a little bread and flower, and the finish is slightly dry.
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Bottle. Clear golden with medium off-white head. Flavour is malt, butter, spices, hops and a little citrus-
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Bottle 500ml. @ HenrikSoegaard Sommerhus Tasting - Handrup Strand. Clear medium yellow colour with a small to average, frothy, fair lacing, mostly diminishing, white head. Aroma is moderate malty, toasted, butter, light hoppy, perfume. Flavour is moderate sweet and bitter with a average to long duration. Body is medium, texture is oily, carbonation is soft. [20110626]
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Bottle. Pours a light yellow with a small white head. Aroma with notes grain, malt and hops. Palate is quite watery and finish is bitter, but short.
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Bottle. Clear yellow colour with small creamy white mostly diminishing head. Hoppy aroma. Sweet bitter flavor.
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Bottle. Frothy white fair mostly deminishing head. yellow colour. Light bitter flavor. Average light bitter finish. oily palate.
Friedel Zentbechhofen Pilsener;Zentbechhofen, Bavaria, Germany;Pilsener / Pils / Pilsner;Brauerei Friedel Zentbechhofen;Bottle. Nice head with good duration. Color is golden. Aroma and taste are malt, butter, grass and hops.
Friedel Zentbechhofen Vollbier;Zentbechhofen, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Friedel Zentbechhofen;Bottle split with Caesar and Dutchdrebus. Clear golden color, white head. Smell and taste malts, nicely bitter, malty bitter, easy drinkable. Pleasant. 7-4-7-4-14
Friedel Zentbechhofen Vollbier;Zentbechhofen, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Friedel Zentbechhofen;Bottle. Unclear pale yellow color with white head. Aroma is cooked veggies, lots of it, some pale malts. Taste is cooked veggies, some grassy hops, crackery malts. Oily mouthfeel with medium carbonation. Not impressive.
Friedel Zentbechhofen Vollbier;Zentbechhofen, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Friedel Zentbechhofen;Bottle.dms grass and hay nose. Golden, off-white cream. Medium body, chewy. Mellow light grain, alright grassy hop counterpoint, no offflavor on the palate.
Limonaderie du Ventoux Biere au Petit Epeautre;Sault, France;Traditional Ale - Other;Limonaderie du Ventoux;Bottle. Cloudy dirty pale colour. Faint aroma of orange vomit. Thin watery beer with a dirty dish-water flavour. Some hints of orange peel. Not very good. The brewery is actually a lemonade maker who is branching out into beer production to make ends meet. There is an encouraging growth of traditional breweries in the south of France, but this one just doesn't cut the mustard. We popped in to visit, but the brewer was too busy bottling lemonade to sell us any of his beers. His stuff is, however, available in the major supermarkets in the area.
Limonaderie du Ventoux Biere au Petit Epeautre;Sault, France;Traditional Ale - Other;Limonaderie du Ventoux;Medium hazy gold-yellow with medium shortish lasting off white head. Light yeasty and spicey grassy aroma. V low carbonation with medium soft to watery body. Mild hops and some faint wheat beer character even though the label says barley is the only grain. An interesting traditional local brew. Probably quite refreshing after you cycle to the brewery or sitting in a nearby cafe watching the Tour de France go by.
Great Waters Mississippi Mild;St. Paul, Minnesota, United States;Mild Ale;Great Waters Brewing;This is not what I was expecting, the name eludes to mud. I bought this beer because of the Bottle (awsome package) and I was expecting somthing more like a gueinness, or may be that it would seperate in the glass.
Great Waters Mississippi Mild;St. Paul, Minnesota, United States;Mild Ale;Great Waters Brewing;"Sample at the brewpub. Another mild...hmm, is this going to be the one? Darkish amber, a bit cloudy, delicious very sweet caramel-vanilla nose; oaky flavors, bit on the thin side and papery towards the end. Nope, wasn�t the one."
Great Waters Mississippi Mild;St. Paul, Minnesota, United States;Mild Ale;Great Waters Brewing;Had on Cask. Brown Coloring. Good Head. Malt. Bitter. Looks like it could be good...but comes out thin
Great Waters Mississippi Mild;St. Paul, Minnesota, United States;Mild Ale;Great Waters Brewing;Cask. Very nice brown color medium head. Aroma has slight malt overtones to it. Taste is malty and a little tart on the end. For a beer so thin, the malt profile is incredible.
Great Waters Mississippi Mild;St. Paul, Minnesota, United States;Mild Ale;Great Waters Brewing;"On Cask: Solid brown with highlights of dark maple syrup, a one finger high head of creamy, liquid oatmeal-looking head of creamy color sits atop, lacing in thick patches, quite a good looking brown. Smell is mild, roasty, clean, lightly tangy and a bit faint. Taste is mild tangy roastyness of malts, a bit of grains and a nice twingy-like bitterness into the finish. Feel is light to medium bodied with a touch of grainyness throughtout, a tad to thin and watery in the overall feel. This brown looked amazing, but came up a little short in every other aspect. Their Chalk Board states ""...as rich and dark as the river itself"" I don't know if thats a good thing, cuz just a few days ago they found a dead body just down by the sewer treatment plant, it was in the Pioneer Press. So I told em they may want to rethink the slogan for that one."
Great Waters Mississippi Mild;St. Paul, Minnesota, United States;Mild Ale;Great Waters Brewing;(cask) Clear copper with medium beige head. Aroma is moderately sweet, caramel, toasty. Taste is sweet, caramel, finishing with a lightly bitter floral. Quite pleasant.
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;Pours a hazy light amber, with maybe a quarter inch of white head. Nearly all of the foam dissipates quickly, what remains leaves isolated traces of lace. Very light scent of wheat and lemon. Lightly sweet maltiness followed by a faint grassy/lemon taste. Thin body, very light carbonation. Refreshing but fades a bit too quickly.
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;Im not a big Hefeweizen fan, but i tried a sample of this at GW. Not sure if this is the exact one as no one has rated it in two years! They said it was there Hefe beer, but i dont see it listed on their website either, but oh well. To sweet for my liking. To banana-ey smelling, and i hate bananers!
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;Festival tap: Grayish yellow with nice estery nose. Banana nose comes through in the taste, Thick bodied, spices all over. Long estery finish.
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;"Sample at the brewpub. Rather pale, cloudy but not opaque, no head. Bananas and a bit of caramel in the nose. Creamy body, very full, spicy pie flavors: banana, caramel, allspice, cinnamon, vanilla; quite rich. Nice."
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;Cloudy...light Amber Coloring. Big Head. I thought a very good Hefe.. Yeast, wheat..fruity...very nice and sweet
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;Cloudy golden color with a monster head. Wheat with some yeast in the nose. The wheat hits your tongue like a ton of bricks. The yeast manages to dissipate before it makes much impact on the taste. Citrusy notes as well (lemon) as well as some hay. Quite a nice Hefe.
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;Color is a soild lighter gold, pretty hazy, with a whiteish head about a finger high and leaves spotty lace. Smell is light of wheat and yeastyness, quite fresh, some lemony spritzyness but faint. Taste is more of the same, wheat, oats, light yeastyness, lemony cirus, pretty short lived comparativily speaking. Feel is right on but a watery lateness shows through with a touch of soury bitterness. Not bad, good for a summer evening or afternoon lunch, such as I did, to sit back on the patio and enjoy.
Great Waters Hefeweizen;St. Paul, Minnesota, United States;Weissbier - Hefeweizen;Great Waters Brewing;Cloudy golden with small white head. Aroma is intense banana, some wheat and a hint of clove. Taste is not as sweet as expected, wheat/banana. Finishes with a lemon sourness. Nice light body and acidity.
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;Date: November 5, 2011 Mode: Draft Source: Great Waters Brownish amber pour malty/caramel aroma and taste.
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;Tap at Great Waters in St. Paul, MN. Dark brown pour with a small white head. Caramel scotch aroma. Medium palate. Caramel and vanilla taste. Pretty good.
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;Mild aroma with dry malt. Great appearance, light red and a thick, long lasting head. Very mild flavor, dry malt and some taste of barley and grain. Bitter overall. This is a rare style so I am not sure what to expect.
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;Dark Red/Brown Coloring with Light Tan Head. Smokey Aroma. Thin Mouthfeel...Starts Malty and End with a Dry Hop Aftertaste with Light Whisky Notes Popping up Along the Way. Pretty Neutral for a Scottish Ale.
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;In the cask at the Brewpub. Amber pour with a yellow head. Mouthfeel of high alcohol. No flavor kick. A rather bland beer. Finishes with a nice malty mouth coating and a bitter twang.
