MacParker's Ale;Ithaca                         ,New York,United States;Pale Ale - English;Ithaca Beer Co.;Copper colour with absolutely no head. Mild hop aroma with balanced malt. Decent english hop taste mixed with a citrus/lemony taste. Aftertaste a bit metallic,not half bad though. Overall,a decent EPA,not too great though. I had this on draught at MacGregor's in Rochester,New York on 28-October-2003.
Red Car Big Red Ale;Torrance, California, United States;Red Ale / Intl Amber Ale;Red Car Brewery & Restaurant;Dark reddish brown, decent head formation. Lightly toasted aroma. Sweet caramel malt palate, touch of grainy roast, sweet finish.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;330ml bottle @ home. Cloudy brown with a small off-white head. Caramel, chocolate, vanilla, banana, vinous character. Low carb, thick texture. Evident alcohol on the long, slightly sweet warming finish.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;Pours a hazy medium orangish amber color. Aroma is lightly malty, hoppy, yeasty, with a touch of fruit. Flavor is a nice mixture of malts and fruits.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;Pours a cloudy chocolate brown with a small and short-lived tan head. Smells of toffee, chocolate, brown bread, molasses. Taste is sweet and rich, candy-like, with vanilla - oak, kind of like a pumpernickel cake.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;28/08/2015 @home - 33cl bottle from the brewery Amber coloured, no head, pretty flat. Nose and taste is fruits, spice, caramel, booze, liquid praline. Nice
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;Some yeasty sugary notes in the nose mixed with a pleasant spiciness. Slight wine note. Taste is pretty much the same.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;Chocolate, vanilla, Carmel and banana scent. Cloudy dark brown, minimal head. Poured from a bottle. Complex flavor, chocolate and vanilla, some banana in the background. Some molasses like smell. Very high alcohol, which makes it hard to drink more than one.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;330ml bottle purchased at Knightly Spirits in Orlando, Florida. Murky brown in colour with a long lasting creamy beige head, excellent lacing. Aroma is very fruity, slightly alcoholic, some chocolate, berries. Flavour is of lots of berries and dark fruits, some light chocolate, quite sweet, noticable alcohol. Thinning mouthfeel, medium/light body, moderate carbonation. Finishes with a long warming alcoholic heat, very sweet. Again, the barrel does nothing but thin out the beer. Too much alcohol.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;Sampled @ O.B.E.R. Kerstbierfestival 2014, Essen. Tr�bes dunkel r�tlichbraunes Bier mit geringer beiger Schaumkrone. Geruch kr�ftig malzig, reife Fr�chte, Gew�rze, alkoholisch. Geschmack nach sehr reifen Fr�chten, r�stmalzig, Gew�rze, leicht alkoholisch.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;Poured into tulip glass a hazy rust color with tan head that sizzled with bubbles. Aroma was sweet to the nose a boozy sour apple with a malt backbone. Taste was winey, caramel, spice some booze and a little warming. The apple brandy casks this is Aged in really comes out in the finish. Very glad my beer store guy recommended this one.
t Smisje Calva Reserva;Mater, Belgium;Belgian Ale - Strong Pale;Brouwerij Smisje;Bottle to glass. Pours a murky light brown amber color with a light tan head. Aroma is funky sweet, toffee, apple, brandy. Flavor is moderately alcoholic, apple, funky, hard for me to describe. Medium to somewhat heavy body with a heavy feeling in the stomach. Decent alcohol burn. Not in my usual style repertoire, but tasty.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;Golden orange pour with a white head. Really fruity nose. Mild grapefruit, some orange, and a strange amount of banana. Okay...sweet bread and caramel, too. The flavor is sweet and malt forward. Fruity, citrus hops and lots of banana esters. Mild pine flavor and bitterness.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;Draft. Amber beer with a cream head. Grapefruit aroma. Caramel and grapefruit flavor with light pine. Medium bodied. Good bitterness. Grapefruit and pine lingerw ith light caramel and a light butteriness.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;On tap at the brewpub. Pours with a muddy orange hued body with a white head. Aromas are very fruity and estery (disturbingly so), pine, citrus and grapefruit rind hop character. Flavors are a bit husky, hoppy, cheap perfume floral character. Estery, fruity, sticky and resiny. Medium to lively bubbles, oddly sticky and slightly tannic/astringent.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;Sample at the brewpub. Pours a murky apple cider color with a thin white head that recedes quickly to an outer ring. Patches and spots of lacing. Hoppy aroma that has pine and citrus notes. Some malt in the nose too. Medium body with a moderately bitter piney hops character offset by some sweet malt. The finish is hoppy with a short bitter aftertaste. Decent IPA overall.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;Draught. Pours cloudy amber with an average, frothy, white head, somewhat lasting with fair lacing. Aroma is average malt (cookie, grain), heavy hop (pine, spruce, citrus), average yeast (dough, leaves) with notes of pear, peach, and pineapple. Medium bodied, thick texture, average carbonation, and a bitter finish. Long duration, light sweetness, moderate acidity, and heavy bitterness. Chewy malt flavor with leafy hop and hop oil notes.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;"First of all, I shall assume this beer also goes by the name, ""Red Car IPA"", which it was listed as on 6/30/09 at the brewpub. Served in the same chilled and ungainly goblet as the porter. I actually let this brew sit for 5-10 minutes before touching it, fearing my lips might get frozen to the rim of the glass. Appears hazy orange with a medium sized head. Aroma is faint for an IPA, but from what I could detect, it had nice juicy apricot, grapefruit and peach fruit. Flavor was rounded, fruity, but a little muted. Frustratingly, I couldn�t really tell if this was the fault of an overchilled glass (detracting ability to taste flavors) or just the beer itself. From what I could tell, this is a decent, strong, IPA with a full body."
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;My favorite Red Car brew, some nice grapefruit, Piney hops, but not overdone, plenty of malt character as well, easy drinking considering the Alc.%, didn�t know it until now, very nice drinker! on Tap at brewery.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;From a growler purchased today at the brewery. Appearance is amber and very hazy. Small off white head around top of glass. Aroma has a little pine, spicy hoparoam with a little grapefruit in there. Not overpowering but a good hop aroma. Flavor is of pine hops, firmly bitterd, and a good malt profile that comes through. A little sweet, and some toasty flavors coming through on the finish. This beer is full bodied but very drinkable. Very balanced for an IPA. Not too over the top.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;Draught at the pub. 03/08. Copper amber foamy lacing off white head. Resinous dry fruity aroma, taste a bit off seems unbalanced with a front of dry malt and the hops are just dry astringently bitter. Drinkable, but blah.
Red Car South Bay IPA;Torrance, California, United States;IIPA - Imperial / Double IPA;Red Car Brewery & Restaurant;Draft, consumed at brewery on 01/07/08. Brassy hued pour with nice frothy head that lasted a while. Aromas is hoppy resin/grapefruit. Grapefruit hop flavor hits first, then some carbonation astringency. A sweet malt flavor slides in near the end and some lingering bitterness finishes things up. Well made.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;Amber pour with an off-white head. Fruity, ester forward nose. Pear, apple, and banana. Sweet bread, caramel, and toasted malt. Mild floral hoppiness. Very sweet flavor, almost syrupy. Pear, apple, banana, and caramel. Toasted bread, hints of diacetyl, some grass, and a light floral note.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;On tap. Pours with a hazed golden to amber hued body with an off-white head. Aromas are grainy, malty, caramel and light esters, a touch of grass. Flavors show a bit of diacetyl, cereal and grainy, light fruit. Mild. Lively bubbles and quite thin.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;Thanks to my neighbor for purchasing one of their 1/2 gallon jugs at the pub. The beer poured an amber color in the glass with small head. Aroma was mild with some fruit and butterscotch. The taste was lacking any full flavors. Very mild hop taste with a little citrus coming through. Definitely thought it would have a more flavor.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;Sample at the brewpub. Pours a clear amber-brown color with a thin light beige head that dissipates steadily. Stringy lacing on the glass. Sweet malt and fruit in the nose. Light body with flavors of sweet bready malt, grass and mild hops. The finish is brown sugar and chocolate malt with a short sweet aftertaste. The brewery says it is a Pale Ale but I couldn�t figure how it fits in that category. Regardless it is a thoroughly average flagship beer overall.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;Draught. Pours clear tawny with a small, rocky, white head, somewhat diminishing with fair lacing. Aroma is average malt (cookie, caramel, cereal), average hop (grass), average yeast (sweat) with notes of apple and pear. Light bodied, mineral texture, average carbonation, and a bitter finish. Average duration, light sweetness, moderate acidity and bitterness.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;On tap at the brewery served in a pint glass. Aroma is toasty and just a hint of earthy floral hops. Color is a medium brown, served with very little head. Flavor is more toasty cracker. Some hints of coffee and bittersweet chocolate. Very little sweetness and bitterness is balanced even with the malt. An easy drinking session beer that is light on the palate and drinkable. This beer is more like a lower gravity brown ale or a slightly bigger English Mild.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;on tap-pours a patchy light tan head and deep red color. Aroma is mild musty medium malt. Taste is medium malt-roasty, faint hops. Easy drinking.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;Draft, consumed at brewery on 01/07/08. Described to me by the bartneder as more of an ESB than an APA. Light brown/caramel coloring. Fast fading head. No aroma. Quite astringent with mild maltiness. Sweet orange finish without bitterness. Unusual and a touch more interesting than the rating might suggest.
Red Car Motorman Reserve;Torrance, California, United States;Pale Ale - American / APA;Red Car Brewery & Restaurant;Pretty standard American Pale Ale. Very simple but not in a bad way. Overall a good refreshing beer.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Shaker pint draft at the Red Car Brewery and Restaurant in Torrance, California. The pour is slight haze cola brown with a small khaki head. The aroma is toffee and roast malt. The taste is sweet roast caramel and toffee along with a char bite towards the back. The palate is medium to light bodied with active carbonation and a roast sweet finish. Solid Porter.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Dark brown pour with a khaki head. Roasted malt, cocoa, and earthy hops. Notes of dark fruit, light licorice, hints of coffee, and some caramel. Sweet flavor of caramel and dark fruit. A touch of licorice, some cocoa, and coffee. Roasted malt and earthy hops.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Draft. Mahogony beer with a dark cream head. Light toffee aroma. Nutty and caramel flavor. Medium bodied. Nuttiness and caramel linger with light toffee.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;On tap at the brewpub. Pours with a near black body with a tan head. Aromas are of esters, tar, leather, roast and dark fruits. Flavors are chalky, roast, anise, molasses, dry. Lots of esters, very roasty. Very lively carbonation, a bit acidic, and on the thinner side of things.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Sample at the brewpub. This brew pours dark brown with amber highlights. Thin off-white head that diminishes steadily, and stringy lacing. Roasty malt aroma with some coffee notes. Medium, semi-dry body with flavors of roasted coffee, sweet malt and nuts. The finish is mildly bitter coffee with a sweet malt aftertaste. Decent overall.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Draught. Pours clear black with a small, rocky light brown head, somewhat diminishing with fair lacing. Aroma is heavy malt (cookie, caramel, chocolate), light hop (herbs), average yeast (leather) with notes of plum and dates. Medium bodied, creamy texture, average carbonation, and a chalky finish. Long duration, moderate sweetness, light acidity and bitterness.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;6/30/09 notes: on tap at brewpub, served in a rather clunky goblet. Appears dark brown, clear, and with a small cream-colored head. Aroma displays chocolate malt upfront, then earthy qualities and some nuttiness. Palate is smooth, maybe a touch thin, and with finishing dryness. Flavor is sweet and dry, but rather pleasant in its simplicity. There is a bunch of chocolate, malt and hazelnut. The finish adds a hint of toastiness, though this does not encroach on the overall sweetness of this porter.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Reviewed 1/2/2009 (Tap @ Red Can Brewery, Torrance, CA): Pours a very dark brown color body, small off-white head. Chocolately roasted aroma. Sweetness too. Roasted coffee chocolate taste. Nice chocolate goodness. Carbonated mouthfeel. Some nuttiness in the taste. Very roasted.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Draught at the pub 03/08. Opaque brown dissipating light tan head, no lacing. Light roast chocolatey aroma. Flavor is malty some roast that lingers with some burnt toast character, a nice drinkable porter. Medium body.
Red Car South Loop Porter;Torrance, California, United States;Porter;Red Car Brewery & Restaurant;Draft, consumed at brewery on 01/07/08. Very dark brown with deep brown highlights. Nice head retention, no lacing. Roasted aroma (subtle). Flavorful! Nuts and roasted sweet malt and coffee. Some bitterness on finish. A good, strong porter, this will be my first order next time I�m at Red Car.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;Draft. Pours gold with a white head. Pale and grainy malts, faint mineral-like notes, and mild floral bitterness. Decent.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;16 June 2015, tap at Bonaventure Brewing Co. Listed as Marathon. Pale yellow, clear, no bubbles. Nose is sweet straw malt. Thin body and mildly fizzy. Sweet cereal malt with some grassy hops. Meh.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;"""Named Marathon, assumingly for it�s ability to go the diatance. The waitress said ""it�s like Bud Lite"". WTF?! Rookie!! Anyway, MUCH better than that pee pee water, but not good at all by SoCal micro standards. Slighly bitter, slightly corny light lager. Meh."""
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;"Listed as ""Marathon,"" but the description is the same as this beer (and only 0.3% difference in ABV). Lightly hazed golden straw pour with a white head. Lemon, grass, and bread. Some yeast, a bit of orange, and water. Bland flavor, lemony, and slightly sweet. Grain, bread, and some grass. Maybe a bit of orange pith bitterness."
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;Not much aroma. Nothing to this beer. Very plain and thin, but not too strainy. Better than regular mass-swill beers a tad.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;on tap at the brewpub. similiar to the straweberry blonde kind of lacked a punch.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;On tap at the brewery during the ISA-West conference. Pours a cloudy golden hue with a small white head. The aroma is sweet and hoppy. The flavor is your typical fruity Blonde, but with a good bit of hops. Nice.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;Draft at the brewpub. A light golden beer with a thin white head. The aroma is sweet with notes of malt, grass, and yeast. The flavor is sweet wtih notes of malt, grain, straw, and citrus, leading to a dry grainy finish.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;From tap at the brewpub. Pours clear and yellow with a lacing white head. Breadish malt aroma. Flavour holds a mild fruity note to the rather dry breadish flavour. A bit wort like. More fruity and tasty into the finish.
Bonaventure Blonde Ale;Los Angeles, California, United States;Blonde Ale / Golden Ale;Bonaventure Brewing Company;Tap at brewpub, nice clear golden straw color. good summer session brew. Nice clean finish
Bonaventure Pale Ale;Los Angeles, California, United States;Pale Ale - American / APA;Bonaventure Brewing Company;Tap. Pours very hazy Amber, small off white head, good lacing. Aroma of pine, hints of Grapefruit. Flavor is light plus sweet, light plus bitter. Medium body. Old school. Not bad.
Bonaventure Pale Ale;Los Angeles, California, United States;Pale Ale - American / APA;Bonaventure Brewing Company;On tap at the brewery. Pours a fairly clear amber with a medium sized white head. Soft citrus and almost a froot loops like note on it. Medium bodied, soft malt and a touch of fruit. Gentle malt, a touch of malt into the finish, earth, light bitterness. Crisp and easy drinking.
Bonaventure Pale Ale;Los Angeles, California, United States;Pale Ale - American / APA;Bonaventure Brewing Company;"(Tap) clear, light yellow colour with a small white head; aroma of citrus; mostly bitter flavour with a long, medium bitter finish"
Bonaventure Pale Ale;Los Angeles, California, United States;Pale Ale - American / APA;Bonaventure Brewing Company;Very similar to their other pale ale. Light flavors, sweet. Very light on the hops which pushes this beer towards the sugary side.
Bonaventure Pale Ale;Los Angeles, California, United States;Pale Ale - American / APA;Bonaventure Brewing Company;Clear amber gold with a smallish head and nice lace. Fresh floral hop aromas. Bitter hoppiness with a very subtle caramel malt backbone. Creamy mouthfeel, crisp finish.
Bonaventure Pale Ale;Los Angeles, California, United States;Pale Ale - American / APA;Bonaventure Brewing Company;16 June 2015, tap at Bonaventure Brewing Co. Light Amber, clear, some bubbles. Nose is light grapefruit citrus. Thin body and moderately fizzy. Really tastes like a grapefruit mimosa, slightly sweet, slightly bitter. Nice.
Bonaventure Pale Ale;Los Angeles, California, United States;Pale Ale - American / APA;Bonaventure Brewing Company;On tap at brewery n hotel. Average pale with some astringency. Typical grass aroma and decent hop bitterness. Ok
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;Dark brown/black pour with a thin tan head. Aromas of light chocolate, coffee, toffee. Subtle sweet chocolate taste with coffee notes and earthiness. Medium body, minimal carbonation, thin mouthfeel and a dry finish.
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;"""Long Beach Crude"" comes in inky brown/black, no head. Very heavily roasted aroma and flavor, which I liked. Avg feel, maybe a little better (slightly robust). The only beer I�d get another pint of from these guys."""
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;Black pour with a khaki head. Huge coffee aroma. Licorice, roasted malt, and dark chocolate. Some burnt sugar, maybe, too. Lightly acidic on the palate. Earthy, lots of coffee, and roasted malt. Some dark chocolate, a light sweetness, and some molasses.
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;On draft at brewery, 11/19/07. VERY dark brown pour with ruby notes if held to strong light. Nice head retention, outlasting the other beers on my sampler tray. Served on nitro, as creaminess of texture reveals. Aroma is all coffee grounds. Mouthfeel, despite creaminess, is somewhat thin. Rich coffee flavor overwhelms almost everything else, though a hint of roasted malts peeked through mid-taste. Didn�t notice any hop character. One dimensional.
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;Their manliest offering, its smoky, warm, nutty, and smooth. Its well done, but not an overwhelmingly good beer. I�m not a sucker for stouts, but I found this to be very drinkable.
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;Draft. Blackish beer with a beige head. Lighter bodied - some malt and roast flavor but watery and flavor seems toned down. Roasty aroma. Finishes clean.
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;On tap at Bonaventure. Dark brown body with a small off-white head. Aroma of chocolate with coffee and a bit of hops. Flavor was nicely balanced between the hops, chocolate, and a malty sweetness. Palate was a bit thin. Decent, not great.
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;Nitro... Very dark, hazy, burnt orange ale with a creamy, beige head. The aroma is very roasty with notes of coffee grounds, dark chocolate and hickory smoke. The flavor is decently-balanced and mirrors the aroma. Medium-bodied with a creamy mouthfeel and very soft carbonation. Very dry, roasty finish.
Bonaventure Stout;Los Angeles, California, United States;Stout - Dry;Bonaventure Brewing Company;Way too light to be a stout. Now, not every stout has to be black, but this is barely a deep brown. Coffee and chocolate on the nose and palate. Roasted, nutty malts. A little too thin on the palate.
Rosen Light;Los Angeles, California, United States;Pale Ale - American / APA;Rosen Brewery & Restaurant;Nice floral aroma. Very light fruit on the palate with hops adding some dryness to the mouth feel (appropriately). Nice trail of lace.
Rosen Sunset Red;Los Angeles, California, United States;Red Ale / Intl Amber Ale;Rosen Brewery & Restaurant;Nice deep red color. Little weak on the nose. Nice fruity taste (hints of cherry). Nice and soft on the palate.
Rosen Korean Town Ale;Los Angeles, California, United States;Pale Ale - English;Rosen Brewery & Restaurant;Cloudy yellow/orange color. Hoppy on the nose and palate. Good lace. Pretty base English Pale.
Rosen Brown Ale;Los Angeles, California, United States;Brown Ale;Rosen Brewery & Restaurant;Deep brownish red color. Weak nose. Nice, sweet, taste with strong elements of liquor.
Rosen California Wheat;Los Angeles, California, United States;Wheat Ale;Rosen Brewery & Restaurant;Great wheat! Standard cloudy appearance. Nose a mix of fruity and wheat. Taste is a mix of citrus, bananas and wheat.
Town Hall Daylight Robber;Minneapolis, Minnesota, United States;Schwarzbier / Black Lager;Minneapolis Town Hall Brewery;I'm just assuming this is meant to be in the vein of New Belgium's 1554, for the pub was far too busy at the time, to annoy the bartenders with questions. I had 2 pints during the dollar hour, then capped it off with a cask version. Appearance: deep, dark brown, just on the verge of black,like the color of our skies after 5pm, with a good, though brief, cocoa-tan head. Aroma: soft, creamy, earthy, and arousing, giving subtle associations of chocolate and roasted coffee beans. Taste: pleasantly slightly sweet greeting on the tongue, glimmers of fruit, herbs, though nothing specific, more of a spectral sensation . Plenty of grit on the palate, nice little hoppiness, an earthy, generous, and complex texture, that starts out rather nonchalant, than gives off more chocolately flavors, spices, a hint of fruit. Medium bodied, and extraordinarily consumable. On cask: after the cascade, the color eventually settles into a more solid black color, a milky, creamy head, and a lighter flavor, sensuous, playful texture, an absolute dream, the rival of any nitro-stout you want to put it up against.
Town Hall Daylight Robber;Minneapolis, Minnesota, United States;Schwarzbier / Black Lager;Minneapolis Town Hall Brewery;Ruby red deepness with an overall thin oily blackish murk with amber highlights, thin but thickly built dark ivory head, lace in globby short strings. Aroma is lightly roasted malts with softer deep dark toffee and a sprinkle of old coffee. Taste is subtle and mild, very pleasing easy tones of roastyness upfront with underlaying coffeeness, hazelnut mellows in at the midway point and has a pleasant belgian yeast spicyness which flows right to the finish, ending crisp and dry with a nice touch of coffee and nuts which lingers for a good time. As it warms it picks up notes of plum fruityness and ginger bread dough just before the finish. Great subtle flavors that mix and build together nicely. Feel is a solid medium body with a pleasnt carbonation and a nice little finish of crispy dryness. A fine drinkin' beer and at only 4.5% makes for a excellent session brew. This goes to show you that not every beer needs to slap you in the face. There's something to be said about being able to appreciate mild beers and this is the beer in which to do it with. Nice work, liked this alot actually, more so then the numbers give way to.
Town Hall Daylight Robber;Minneapolis, Minnesota, United States;Schwarzbier / Black Lager;Minneapolis Town Hall Brewery;well, this smells like a dark belgian. nice thick tan head. starts with an annoying and sweet banana flavor that leads eventually to a bit of coffee and a bit of bitterness. medium to thin... a tad syrupy. the worst beer i've had at this brewpub.
Town Hall Daylight Robber;Minneapolis, Minnesota, United States;Schwarzbier / Black Lager;Minneapolis Town Hall Brewery;Not much in the aroma, but I could pick up some malt. Great appearance. Black with a thick and creamy head that left a thick lace on the glass. Surprisingly light in flavor, with a taste similar to Guinness. medium bodied. One of the few disappointments from an outstanding brewpub. The bartender said it was difficult to classify, but that it was closest to a schwarzbier. Interesting, he said it was made with a Belgian trappist yeast.
Domus Triple;Leuven, Belgium;Tripel;Domus Pub and Brewery;"0,18 liter ""proefbedje"" (sample tray) at the brewery. Nice beer in a awesome ambiance. Best one of the three."
Domus Triple;Leuven, Belgium;Tripel;Domus Pub and Brewery;On tap @ Huisbrouwerij Domus, Leuven Hazy golden with a white head. Yeasty spicy and fruity aroma. Sweet taste but a very mature layered sweet, absolutely not too sweet at all. Nice atypical tripel.
Domus Triple;Leuven, Belgium;Tripel;Domus Pub and Brewery;Awesome, absolutely. Very sweet but not annoying. The spicy spots are just incredible. NOt too strong but with character.
Domus Triple;Leuven, Belgium;Tripel;Domus Pub and Brewery;Blond, amber body, white head. As the other Domus-beers, there are no bubbles in the body. Yeasty, spicy (basilic) aroma. Spicy, hoppy flavour.
Domus Triple;Leuven, Belgium;Tripel;Domus Pub and Brewery;Apple aroma. Golden color, white head, good lace. Sweet start, soon light bitter and even bitter for a triple, strong apple flavor, smooth.
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;"28 April 2018, at Domus, Leuven. Shared with Anke. Pours hazy amber with a lasting, foamy, tan head; little lacing. The aroma contains caramel, bready malt, biscuit, red apple, peach, candi sugar. It tastes light roasted bitter and light to medium malty sweet, dough accents, bit spicy & yeasty. Dry, hoppy, bit spicy finish, slightly metallic. Light to medium body, slick texture, fizzy carbonation. Very drinkable, but almost forgettable."
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;On tap at Domus. Hazy amber with a lasting white head. Aroma of malt and sulphur (hard boiled egg variety). Dry grainy flavour with strong sulphur and a touch of husk-like tannin.
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;Tap @ Domus, Leuven. Hazy amber with an off-white head. Aroma is sweet, malty, caramel and light hoppy - grass. Flavor is medium sweet and moderate bitter. Dry and moderate bitter finish. Soft. 130418
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;"0,18 liter ""proefbedje"" (sample tray) at the brewery. Nice beer in a awesome ambiance."
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;Keg at Domus in Leuven. Slightly sweet, clean, and dry. This has always been nice session juice, with a nice but of nutty malt character.
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;On tap @ Huisbrouwerij Domus, Leuven. Hazy amber with an off-white head. Malty aroma. Medium bitter taste. Nice enough for a hot afternoon.
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;On draught at brewpub in Leuven. Hazy amber with off)white head. Aroma malty, slightly roasted. Taste light bitter with a light sweet finish. OK but not special.
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;On tap at the brewpub. Amber with off white head. Aroma has caramel, pale malt and slight spice. Taste has caramel, metallic notes, fairly thin, fruit and light spice.
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;Draught. Color dark orange with small white head. Aroma malt, yeast, ester. Taste yeast, malt, roasted, caramel.
Nostra Domus;Leuven, Belgium;M�rzen / Oktoberfest Bier;Domus Pub and Brewery;Bij brouwerij Domus in Leuven. Ruikt lekker, beetje zoetig. Mooie amberkleur met goede schuimkraag. Smaakt er goed. ---Rated via Beer Buddy for iPhone
Crescent City Brau Rauck;New Orleans, Louisiana, United States;Smoked - Rauchbier;Crescent City Brewery;Draught: This beer poured a clear, coppery color. There was a very thick head to it (this seems to be the signature of all their beers). Good lacing down the glass. There was a somewhat smokey nose to it, with some of your typical lager malty sweetness. Medium to full bodied. The taste was had a dull malt sweetness to it, with a bit of smokiness to it. Slight hop aftertaste. Very smooth drinking. Very Good!
